review_id,review_date,rating,low_aspects,score_afinn_per_median_review,score_afinn_raw,title,review_text
137413646,Aug 2012,4,Location=3,17.230769230769234,26,Excellent if you are willing to pay,"I think Bvlgari Hotel Bali is more suitable for couples on honeymoon. Stayed there 2 nights for business a couple years ago. The bathroom is massive - excellent. Love the bed and all the Bvlgari amenities. Love the 6 bottles of Equil provided inside the room every single day, the dessert provided in the room as complimentary. A bit too dark during the night though - perhaps to get the romantic feeling. The terrace and private pool is awesome. Breakfast was serve in their Sangkar restaurant and it was good. Basically for the amount of money that they are charging for this villa, you would expect excellent room with excellent service and you will get it in Bvlgari. If you are staying here and wanting to travel outside the hotel, I recommended you to hire a private driver as the area is quite far away from the City area of Uluwatu. I'm sure the hotel would be able to provide drivers too but of course it would be a lot more expensive."
138114206,Aug 2012,5,Location=3; Cleanliness=3,13.876106194690266,14,Amazing hotel and friendly staff,"love almost everything of the hotel!!!. It is located 40 mins away from the airport. The villa are spacious and with massive bathroom. For sure is one of the most popular places for honeymoon, do see lots of asian couples. Since it is located a bit far from everything, so do expect to have 1-2 hour to traveling time to many tourist spots. The breakfast was ok, i was expecting a lot more than just some fruits, eggs and bread, but the bulgari brand jam was delicious!!!! The spa was fantastic, each spa room faces to the Indian ocean. But make sure you have spray with you, mosquito can be anywhere esp during rain season."
140890898,Sep 2012,4,Value=3; Rooms=3,13,13,"Almost heavenly, but not quiet","Let's get all the good stuff first. The view from our room was just sensational! We had room service for breakfast and it was excellent. Service was very good, although not as top-notch as some of the other luxury hotels in Bali. What I found to be the low point of this resort is its design. The mostly black decor does not go well with the climate in Bali and if anything, it attracts a lot of mosquitoes. The glass door going to bedroom is not the easiest to operate and the bathroom, while large, does not feel luxurious. The morning monkey sighting from our villa was a nice surprise."
175648642,Sep 2013,4,Value=3,10.514285714285714,23,Very good but not quite great.,"We stayed at the Bulgari hotel in Sept '13. This is our fourth visit to Bali (previously stayed at Bale, Ritz Carlton, and Four Seasons) and as before thoroughly enjoyed our visit. The hotel villas are very nice and very private. They're a little dark for my taste but I think this is more of a brand-Bulgari choice rather than a fault. The TV/audio are high spec and have good channel access for the late night vegeing when back from dinner. For those who like to keep in touch with the world the wifi is excellent. The food in the Italian restaurant and the cocktails at the bar are of the highest quality but a little pricey when compared to what you can get 20-30min away in Jimbarin. The staff make the difference between most other hotels I've stayed in here in Bali with them meeting every unusual request I had. Serious thanks to them and they're a credit to the Island the hotel's management. The hotel's plus points are; 1. definitely one of the quietest hotels i've stayed at in Bali. heard zero noise, music, etc. for our neighbour villas despite being relatively close. 2. amazing views 3. very friendly staff 4. very private The negative points are; 1. mosquitoes (five or six flying around in the spa changing room) seemed more prevalent than other hotels I've stayed in. Granted this is pretty subjective. 2. food quite pricey and very little options"
177159886,Sep 2013,4,Value=3,10.236559139784946,17,Decent Hotel; Stay elsewhere,"I stayed 3 nights for a friend's wedding in Bali. Location is good; beach was closed so had to share a beach with the Marriott property. Resort itself is pretty, the villa was nice. Finishes were spectacular but a little over the top i.e.bang and olufsen TV is not necessary. A large Sony seems a lot more practical. Bathroom was nice and spacious, private dipping pool was small but functional. I feel like I paid a lot for the ""bulgari"" name rather than the actual hotel. A lot of it seemed a little gimmicky or obnoxious i.e. checking vehicles for bombs at the entrance gate of the hotel. One thing that was undoubtedly spectacular was their service. My butler (forgot his name) arranged everything I wanted in my suite to perfection. They also threw in a free gift everyday which was kind of nice. Two disappointing things about this hotel: Laundry service: laundry was pretty bad. Melted some of my buttons of my shirt and made a new ironing line on my trousers. Breakfast was not very good. Would not stay here again."
177454981,Sep 2013,5,Value=3,14.213197969543145,25,Perfectly Picturesque,"The Bulgari Resort was absolutely stunning. My husband and I stayed here for the final 3 nights of our Honeymoon. We booked the cliff-side villa. It was worth it. The views were incredible and the space was completely private. We were in our own little paradise with a infinity pool right outside our door on the edge of a cliff overlooking the ocean. The resort was very tranquil and the service was excellent. The staff was extremely responsive to any request. The beach at the hotel was unfortunately closed, but we were provided free transportation to 3 nearby resort beaches and a Bulgari staff member stayed with us at our beach visits to make sure we were attended to for food and drinks. The villa itself was beautifully designed and combined traditional Balinese architecture with European elements. I must advise if staying at the resort to be sure your doors are closed and secure at all times. We must have left a door unlocked on our trip to the spa and a monkey made its way into the room and ate a platter of fruit. Luckily it had its snack and left immediately because nothing else was touched."
180516182,Oct 2013,5,Value=3,11.120567375886525,14,The best resort I ever stayed at !,"There is nothing I can fault this resort on. I will list the things that impressed me the most: 1. All the staff were friendly and helpful. It was a good touch to be addressed personally when attending dinner and breakfast. 2. Room service was the fastest I have experienced. We requested a bucket of ice and within 5 to 10 minutes it was delivered. 3. I asked for 2 pieces of clothes to be ironed. The long pants had 2 small holes in them, before I sent them off. Room service phoned me to check if indeed they were damaged. Any other hotel would have not bothered. 4. The food and wine in the restaurant was of the highest quality. 5. The Villa was amazing Yes it's expensive but you MUST experience this resort ! The only negative was that the lift down to the beach was under maintenance."
186126836,Nov 2013,5,Value=3; Rooms=3,8.96,8,Excellent Hospitality,"The hospitality that was given to me and my friends were very good. They anticipated our needs, was ever ready to assist us on our sightseeing plans and arranging transport for us. A friend of ours who doesn't eat too spicy food wanted to taste a dish on a menu and the service staff and chef cooked a small bowl for my friend to try before proceeding with the ordering. They even accomodate our almost after hours ordering of room service with full menu. My friends and I felt very warm and welcome by the all the staffs gestures."
195229156,Feb 2014,5,Location=3,13.244813278008298,57,One of the best hotels in the world!,"We travel A LOT and definitely Bvlgari Hotel is one of the best hotels in the world. I know that the fee is high but you have to understand that the quality of EVERYTHING here is the best. We came from Brazil to spend 4 days in this beautiful hotel, one week before our arrival we received a very nice email from Septi, the guest relations, explaining all the process to arrive in Bali, sending the restaurant menu among other things. She was incredible and answered all my emails very quickly arranging all we need to dive in Bali, she also offered to find anything we need during our visit (tours, restaurants, taxi, etc.) and to help us anytime. isn't it amazing? When we arrived at the airport there was a guy waiting us to make our immigration. I strongly recommend this option cause the lines are huuuuuge and it's cheap, around 30US per person, after this the transfer from the hotel (BMW X5) was waiting for us with bottles of water and delicious cookies from the hotel bakery. We arrived at the hotel and did our check in very quickly. The employees of the hotel were wonderful and they took us in a golf car to our room, inside the room they explained about the room and it's facilities and about the hotel, 24 hours room service :) I mean not only sandwiches but everything! you can have your breakfast in your room no extra charges, the room is exactly what you seed in the pics, the size is good and the amenities are perfect! they have everything, even beach bags, hats and flip flops! All the employees knew our names, they want to make it personal, they want you to feel home and they make all the necessary effort to realize all your needs. We went to the Italian restaurant all days: IL Restaurant, there is a italian called Carlos how surprised us every night with his great sense of humor and his excellent knowledge. Every day they left in our room some art craft as a gift. I have to say that we were spoiled a lot, it's great when you have so many ppl working to make your stay the most incredible as they can, you can see that they have passion about working in that hotel and this is nice to see. I strongly recommend the SPA and the yoga classes during the morning. The place looks like a temple, you will definitely love it! The only thing that I have to say that is not 100% is the location, not because of the perfect and peaceful ocean view but because it's far from most of the places you want to visit... but hey? what I am talking about? This is a hotel to forget about the world and live every single minute enjoying its facilities."
195409536,Feb 2014,4,Value=3; Location=3,5.226666666666667,7,Its like paradise on earth,"Stayed at Bvlgari hotel and resorts and was in awe upon arrival with the views and the excellent welcome team at the hotel. The service from check in till check out was really commendable. The villa that we stayed was just beyond words especially the views and the in room decoration and amenities. The view was also to die for. But one comment I have is that their bathroom is beautiful and huge but there were no doors and we were three friends sharing a room as we went a group so it was a bit inconvenient in a way. Other that that, there were lots of mosquitoes in the night so you need to bring lots of insect repellent. All in all it was a wonderful stay and would highly recommend this hotel for honeymoon couples or just to relax and get away from it all! Two thumbs up !!"
201126604,Apr 2014,4,Value=3,3.393939393939394,3,Stunning View,"The standout feature of this resort is obviously the location and view from the resort. Whilst the service staff tries their best, the overall standards are not quite perfect, though they are really minor issues such as late arrival of the buggie during checkout, we had to call the butler to re-confirm a beach trip instead of him calling back etc. The resort is getting old but well maintained. Breakfast was average. Beach remained closed but a nice trip to Finn's Beach Club was arranged by the resort. Overall a very lovely stay. But just not perfect."
202798074,Apr 2014,4,Rooms=3; Cleanliness=3; Service=3; Sleep quality=2,11.047619047619047,29,Good but could be better!,"We stayed at Bulgari during the Easter long weekend. We were glad that we used their airport transfer service as it is our first time to Bali and didn't know our way around. Bulgari staffs took care all of these for us. During our stay there, Bulgari staffs tried their best to make sure that we are happy and satisfied. One thing to note that is the buggy did take about 10 minutes to come. Maybe Bulgari should have a few more buggies to minimise the waiting time. We were running late for a few appointments because of this. I also really enjoyed the food served by both italian and Sangkar restaurants as well as in room dining. We ate at the Italian restaurant and were given complimentary breads, starter, sorbet ( to clean our palate) and chocolate truffles and turkish delight. Food was amazing and yummylicious. However, there was a monkey inside our villa on our last night in Bulgari and making such a loud noise ( right above our bed) that we couldnt sleep. We were initally told by the staffs to go back to sleep and they tried to convince us its a crab. In the end, we moved to another villla at 4.30am. Our plan to watch the sunrise and photographtaking was ditched as we were tired after this monkey drama. We stayed at villa 57, not close to the cliff at all. We had same issue that some of the reviewers had - the door is quite hard to open! We also had one of our best spa experiences here. I would conclude that my overall stay at Bulgari Bali was lovely but there is room for improvement. I will come back again providing that there is no monkey invading my villa."
205314237,May 2014,4,Value=3; Rooms=2,1.037037037037037,2,Brilliant staff and location. Less than ordinary after that!,"We loved the resort, position, position, position, HOWEVER all was not as promised. The staff were so so good, as only the Balinese can be, but surely management have to take responsibility for the many negatives that arose during our 4 night stay. I have been reading tripadvisor reviews for months about maintenance issues in the villas, we had doorknobs falling off, shower leaking, toilet constantly flowing and floorboards so badly warped that barefoot walking was a constant threat. Obviously management don't give a rats backside about guest reviews. Spa attendees are advised to arrive 40 mins early and spa menu is advertised. I arrived at 7.55 for a 8.30am appointment and waited till 8.20 for staff to arrive, no apology and during 2 visits I was not offered the menu to peruse. We were advised that late checkout was available as we had an 8.30 pm departure from the resort but all members of our group were turfed out of their rooms at 2.00 pm. We were told by many staff that occupancy was dropping considerably as our group used more than 50% of the resort, why upset paying guests for nonexistent ones??? It is only because the staff were so amazing that this review is offering a VG rating. If I return to Bali I will not be staying at Bulgari!"
211596113,Jun 2014,4,Value=3,14.222222222222221,24,Everything you expect from a luxurious brand.,"From the moment you are greeted to the moment you leave, you are in safe and caring hands. Every attention to detail is looked after and you are made to feel as special as any celebrity. The views are beautiful and the only sounds come from the ocean. The villas are very spacious in all areas, the room, the bathroom and the outdoor area. The only thing i would suggest is to include fly spray like other hotels. An insect repellant would be a nice touch too given the amount you are paying per night. Luckily we brought our own. Each room has a private pool surrounded by a lot of foliage, which could be part of the reason there are so many mosquito's. I would recommend this hotel as an experience, but there are plenty of other hotels that are just as nice for half the price. Also the buggy's that drive guests around can be quite noisy. There's not a lot to do outside of the resort, so best to make the most of your stay and enjoy the hotel and the Italian restaurant."
214387841,Jul 2014,5,Value=3,8.699029126213592,8,AMAZING PLACE TO VISIT,"I was not fortunate enough to stay here (due to the cost) but was lucky enough to be able to visit to join friends (staying here) for lunch, the open lobby is a sight to behold you can't stop looking at the views out to the Indian Ocean with cliff top villas nestled into the hillside. Food was faultless Service was faultless and the resort is second to none, we stayed all afternoon and what a joy to be here, the view and location of Bulgari is well worth the visit. Can't wait to go back there even just to stay one night."
223060272,Aug 2014,4,Value=3,10.745387453874539,26,"Rustic, Luxurious","We were in Bali and simply had to try out this luxury hotel for a night. We arrived at night, and we felt overwhelmed by the sheer luxury of this place. No stone was left unturned in creating a super-exclusive atmosphere. Even the security checks were longer and they even had guard dogs, which made us feel that the resort was closely guarded and thus very safe. Check-in was quick and uneventful. We absolutely loved that everything was Bulgari-branded. It was quite an experience to live within such luxury. We were brought to our villa, which was gigantic. We could not see the cliff view as it was at night but we could hear the sounds of the waves, which was very peaceful and relaxing. The villa's style is very wooden, which would be nice to those who like it but we don't really favor the rustic ambience. Floorboards creaked softly, creating an extremely rustic feel. The bed was very comfortable, and we spent most of the night at the bar having drinks and snacks, listening to the waves. In the day, we took the glass elevator down to the beach and had a few pictures, but couldn't really walk on the beach due to high tide. It's a very secluded beach and there is another beach bar on the cliff owned by Bulgari. Certainly a great place to chill and read a book if you are staying there for a longer time. Overall, a GREAT and EXTRAVAGANT hotel. 4/5 only because we don't enjoy rustic ambiences, but otherwise it would have been perfect."
226193702,Sep 2014,5,Sleep quality=1,5.365269461077845,8,Bulgari Bali,"We just stayed for a week in the Bulgari, Bali. The service was excellent as was our accommodation. The landscaping is unique and beautiful and there is no reason to venture out in the mad house of Denpasar or Seminyak. Everything was perfect or so we thought. The only very annoying thing is that the hotel are building a chapel on the grounds next to the reception and villas. Construction commences from 9 am in the morning to 9 pm at night. The noise was relentless and can be heard throughout the grounds of the hotel. Despite requesting on several occasions for the noise to stop before 5 pm and the staff attempting to fulfil our request this didn't happen. So if you want peace and quiet and you dont want to feel like you're staying next to a construction site DONT STAY THERE FOR AT LEAST THE NEXT 6 MONTHS until works are completed and then stay in one of the best hotels in the world!"
228432522,Sep 2014,5,Value=3,24.615384615384613,20,Incredibly beautiful!,Bulgari adds another dimension to hotel stay. The whole place is beautiful and full of character. We had a private villa which was huge and beautiful. It gave us a full sense of privacy and home feeling. The staff was very friendly and super useful. We ate at their asian restaurant all the time and had the best meals of our stay in Bali. Loved this place so much that we didnt want to leave the hotel to visit other places. Didnt regret it. Great choice for our honeymoon!
234866526,Oct 2014,4,Value=1,6.021505376344086,5,Overpriced,"Way too much hype. For the price , might as well rent a huge villa with 4 bedrooms. Pro: 1.Amazing view of Indian Ocean 2. Friendly efficient staff 3. Good security Con: 1. The villa is too dark, seriously need to put more lights, I can't even read what's in front of me. 2. Caught so many mosquitoes, even with the 2 repellents next to the bed (safe???) 3. Can't swim in the beach. Not suitable. 4. A few lizards roaming on the ceiling, was quite worried, one might drop on my bed. 5. Have to eat in hotel. 6. Breakfast choice average."
243778399,Dec 2014,4,Value=3; Rooms=3,4.579216354344123,24,"Beautiful wedding reception, but disappointing service during our stay","We recently stayed 3 nights at Bvlgari. I read some reviews in trip advisor prior to the trip and was particularly concerned with the comments re mosquitoes issues. Below is a quick summary of my experience of this resort: 1. Check in -no one greeted us, we didn't get any special welcome even we arrive with the bride n groom. A staff told of husband to collect our friends passports for her as if he's a tour rep which annoyed him. She told me this is a 'tropical island' when I told her I am very allergic to mosquitoes. (I've been Bali for five times let alone other tropical islands. I know some resorts do have more mosquitoes vs others). 2. Dinner at Sakra (their casual restaurant) - restaurant was very busy and food came late for our group, they missed my side order. Quality of food was average. I don't think a indo fusion menu work well. A waiter dropped a plate and spilled everything across our table. 3. Room Deco - very clean, no issues with mosquitoes as long as we closed the door all the time. Pool we never used as its too small, monkeys run around on resort so we can't in the villa in case we get disturbed or leave food around. But very dark lighting and furnished. Furnitures Need an upgrade as they started to look worn. 4. Buggy transfer - took 20 mins to arrange a buggy to get to the restaurant on our first night. The operator made excuses as any staff made mistakes usually do. 5. Private beach - staff refused to take us down while there's a little rain, it's nice to explore on the beach, but you can't swim in it as there were lots of rocks. 6. Pool - pool attendant didn't let me take a picture until after I told him which villa we stayed. Pool was nice to swim. All of the above happened within half a day that we arrived. We discussed this with their operation manager day 2, she told us there was no excuse and very sorry for what happened. She arranged an hour massage at the spa for us which was a kind gesture. But, if we could choose, we'd very much prefer paying for the massage without having to deal with issues during a short and expensive trip. The staff was more aware of our needs after our chat with the manager, we didn't have more issues with the buggy and checkout was efficient. For the wedding, 'the water wedding' (as referred by the hotels website) by the bar area was absolutely beautiful. The ceremony was elegantly done. It's ideal for under 100 guests. We were blessed by the good weather. A firework before the reception dinner was amazing. Dinner venue was indoor which was good as rain started half way. Their band did a great job. Everyone had a great time dancing and drinking. There was also a fire show half way during dinner. The bride and groom had their own crew of photographers, which they spent the next morning taking more photos. We spent our last night dining at their Italian restaurant, food was very good and service was good. Last thing I want to add is about the location, it's very far, which makes it a very quiet and exclusive resort to stay (perfect for wedding), but it's not for people who want to eat out and explore around town unless you want to deal with the travelling."
264632500,Apr 2015,5,Location=3,12.273972602739725,24,Breakfast with a View!,"I absolutely loved this resort. I stayed in the lowest room category which was an Ocean view pool villa which was stunninh. The dark wood tones with stunning bright blue ocean backdrop was beautiful. The resort is influenced by both Bali and Italy, with Balinese styled villas linked by meandering cobblestone footpaths reminiscent of an Italian Village. The grounds of the property are lush, colourful and simply breathtaking. The pool area is home to a number of sun lounges and cabanas to relax in, with the pool staff on-hand to provide magazines, suncream, cooling mist, aloe vera gel and of course bar service! The resort is located high on the cliff edge of Uluwatu and it has own funicular to take guests down to the Beach Club. The Beach club has sun lounges, restaurant, a bar and staff to wait on guests. The ocean is not recommended for swimming due to the rough rocks and tides. The service at the hotel was fantastic, they could not do enough for me! I enjoyed the sunset and dinner at the bar which was delicious and breakfast at Sangkar Restaurant which was a well thought out and stylish buffet. The view from my balcony table at the restaurant for breakfast was a peaceful and truly magical way to start the day."
286214418,Jul 2015,4,Rooms=3; Cleanliness=3,9.664974619289339,17,"Rooms a bit dated, service decent, massive resort trying to be boutiquey","Beautiful resort, but not private by any means. Tourist buses aplenty here, but because of the spread out nature of the resort, you can isolate yourself a bit more in your own room. The rooms were sadly a bit dated, as I think a lot of our floors might’ve been rotting. The bathroom was awesome and visually stunning, complete with Bulgari style designs in small accents throughout the room. We stayed in a cliffs edge view villa, and the view was magnificent. The service was a bit spotty; you can see where they try to be on top of it, but at the end of the day, there are just too many people and it doesn’t feel very personal. However, when they can, they will try to personalize for you. I was feeling under the weather and the front desk woman at the restaurant sent me some local remedies to our room just in case, and remembered to check in with me the next morning. The resort is amazing, but I think the private room pool views were even better. Also, its totally true what they say about the monkeys, holy crap they’re scary."
296870503,Aug 2015,4,Value=3,12.108108108108109,12,Fantastic private beach but facilities are outdated,"Stayed there for 2 nights and enjoyed the views of the private beach. This secluded beach is the biggest attraction of Bulgari. The service is impeccable as described by other reviewers. However, there is a real need to refurbish the place as a lot of the facilities are wearing out. While I understand that wear and tear is part and parcel of operation, it is about time to refurbish. Food is not bad but it didn't really live up to the expectations through other reviews. A decent range of varieties but food standard could be improved. Overall it is still a great experience but minor touchups are needed for a 5 star."
308394475,Sep 2015,4,Rooms=3,8.818897637795276,20,Stunning but not perfect,"Overall this place is absolutely stunning, an amazing photo everywhere you look! However, our one bedroom ocean view private villa was a little tired (in parts) and needs a bit of maintenance to bring it back to the high level it should be for $1,500 a night! The resort staff are amazing and call you by your 1st name (even when you arrive) so you are made to feel very special in every part of the resort. Il Restaurante was ok (not amazing). Went to better restaurants in Seminary (eg. Matise) We are from Melbourne Australia so we have very high standards because our Melbourne Restaurants are world class. We actually preferred the food in the less formal Indonesian Restaurant and in hind sight would have given Il Restaurante a miss. The resort guests are predominantly Asian (70%). A handful of European and we were the only Aussies (in quite a while I think). Beach club amazing, very relaxing! Lunch at the beach club restaurant was a little disappointing but the view was too die for so lower your expectations with the food and you'll enjoy it. We had lunch at the Indonesian Resuarant at Alila Resort (just down the road) which was probably the best food we had in Bali. The Resort is also breathtakingly stunning, but I would prefer to stay at the Bulgari because it's a lot more private. Overall, this is a stunning place and you will not regret coming here for a total relaxation. Sherren from Melbourne (Australia)"
325991480,Nov 2015,5,Location=3,4.429378531073446,7,Best villa EVER!,"I visited this resort back in Feb, 2015 with my boyfriend. It was a resort I have always wanted to go. Stayed for three nights and was never disappointed. They had some construction going on and I kind of heard the noise but it was not loud enough to distract me. The furnitures are a little worn out but it still is a great place! The view from the sun bed in our villa was breathtaking. Also, the service couldn't have been better. I had a stomach flu (?) while I was staying there so I could not make it to the dinner reservation. However, the butler delivered the food I was supposed to have + porridge for my stomach and I was amazed how all the food brought to me was same as what I would expect at a restaurant! Since there are hills within the resort and the butlers have to go around in carts, I did not expect the food to be delivered so nicely! I would definitely return when I am back in bali!"
374010215,May 2016,4,Value=2,2.6666666666666665,2,Too Dark at night,"Typical Bulgari Hotel Design, empty spaces, reception area stark and uninviting, and bit too morbid for my taste. We went there for drinks and snacks which were excellent, and so was the service, but then so was the price. we had intended to go for dinner for their 7 courses pairing menu but after seeing only 4 people in the restaurant it put us off hence we went to the bar. We visited in the evening and the place is too dark, they need more lights."
405872839,Aug 2016,5,Rooms=3,17.542168674698797,13,hotel is magic but the room need to be cleaned more,"We lived 3 nights at the beautiful resort, the environment of hotel and our villa is impressive. The restaurant and the bar offer good choice of food and we enjoyed our drink at the swimming pool. The only thing which is regrettable is the room clean: the first night when we arrived, we found the used staff left by other clients at our bathroom.... For a hotel at this level, it is surprising that they don't check before giving a room to client."
439229652,Nov 2016,5,Location=3,29.647058823529413,27,Spectacular experience at Bulgari Resort Bali,"Amazing view from their cliff villa overlooking the ocean. Enjoyed our private plunge pool at the villa. 300 square meter of beauty. Open space living room facing the ocean, equipped with everything you can think of. Bathroom was huge with a bathtub and shower. Loved their electronic sensor toilet and their outdoor shower. Small little complimentary gift to guest. Super comfy bed for 2. Watching the sunset from your own villa. However,the Italian restaurant was a bit pricey. Good food and service so I can't complaint too much. Shout out to the staff for their wonderful service!! I will definitely come back again."
442517971,Dec 2016,5,Location=3; Cleanliness=3,42,15,5,"good hotel but location too far from town.hotel area very dark at the nite time.but every staff n worker very very friendly and very kind,excellent good staffs. rooms clean and comform.pool villa facing to the ocean."
442519358,Dec 2016,5,Location=3,42,21,Fantastic travel experience,"Love the days spent in Bulgari, enjoy every day and night there. It is a good choice, if You prefer a peaceful vacation far away from crowds You enjoy the your bed in a good resort You like to talk with locals You want something luxury but still natural ...... and most of all, You lover Bulgari!"
449478114,Jan 2017,4,Location=3,5.25,3,Nice Facility and Staff,"The property is beautiful, modern and well maintained. The staff is friendly, polite and helpful. The only comments are: (a) the quality of Indonesian food served at the restaurant is poor; and (b) the hourly rate charged for hiring a hotel car and driver is way too expensive even compared to Amandari and especially given the bad traffic jam during the peak tourist season."
528884422,Oct 2017,5,Value=3,22.666666666666668,17,Our stay is very memorable! Service is outstanding!,The service here is outstanding you will really feel like you are taken care of and not just a room number. The location is spectacular with views of the cliff and sea. One of the things we really liked about this resort is you are treated as an individual and get very personalized service. A couple of things to be aware of you are out of nowhere from the city. A nice place for relax. All in all a lovely stay to our family.
531927890,Oct 2017,5,Value=3,41.6,13,Quality Everything,"There aren't enough superlatives to describe the experience. Every single staff member are warm friendly genuine and endlessly helpful. Resort was as you would expect from the Bulgari brand, slick, perfectly formed and beautiful."
553888110,Jan 2018,5,Location=3,10,5,Dream stay come true!,"Luxurious accommodation with a 24 hour butler service. Our butler Ada was attentive and sweet. He was very genuine and punctual. All the hotel staffs made the effort to remember little details about the guests which made us feel very at home. This property way exceeds expectations. From the reception to the buggy driver, everyone was lovely."
565309386,Mar 2018,5,Value=3,9.333333333333332,4,Luxury Resort,"Everything is well taken care of, the view is exceptional and the service as well. The price explains its luxury so nothing unexpected. Ordered some room service food was just average. You can also notice that it's taken on quite a toll with the years of service."
1046323379,Jan 2026,5,Location=2,33.6,9,Awesome,"The stay was excellent, everyone was very helpful with anything we needed, and especially Dewa — we’re leaving Bali with a new friend. A very big thank you to him"
1052404784,Mar 2026,5,Value=3; Cleanliness=3; Sleep quality=3,32.66666666666667,28,Highlights of honeymoon,"The breakfast at Sangkar was wonderful, and having dinner there while watching the sunset was an unforgettable experience. A special thanks to our butler Lanang, who thoughtfully reserved the perfect table for us to enjoy the sunset. The scenery was beautiful everywhere — from the main pool and pool bar where we took photos, to the stunning view from our private indoor pool. This stay was truly one of the highlights of our honeymoon, and we would love to come back again in the future. Thank you very much, Lanang, for taking such great care of us."
1057889939,Apr 2026,5,Value=3,39.06976744186046,15,Dream week at Bvlgari Resort Dubai,"A dream experience. Resort with a fantastic atmosphere, decoration, quality of mansion and villas and above all the simply spectacular service of the staff, with special emphasis on Oni and Lanang. Super professional, super available and always, always friendly at any time!!!!! Service 10 *"
1058596283,"May 2, 2026",5,Value=3,20.8141592920354,21,Encrible free edge pool.,"Excellent adventure of 13 friends (a newly married couple)! The resort Bvlgari contemplates an urbanized area with a typical architecture carved in the landscape in sucalcos, combining local materials, with very well-treated green areas (ornamental plants of tropical origin). Silence is soothing. It has an incredibly prepared and trained reception team. Sympathy and efficiency is genuine (Ms Oni and Mr Lanang). The villas (room) are generous overlooking the Indian Ocean, breathing comfort and daily cleanliness. The pools are spacious and clear. The food at the main restaurant was varied, between Italian and Indonesian cuisine. Notable, the beach in front has strong waves, but the resort offers other leisure options. See you next time!"
